	C10_S10_bmtagger_1	C11_S11_bmtagger_1	D01_S13_bmtagger_1	D03_S15_bmtagger_1	D04_S16_bmtagger_1	D05_S17_bmtagger_1	D06_S18_bmtagger_1	D07_S19_bmtagger_1	F11_S47_bmtagger_1	GCF_000072485.1_ASM7248v1_genomic	GCF_002208885.1_ASM220888v1_genomic	GCF_900186865.1_49243_F02_genomic
g026339	0	0	1	1	1	1	1	1	0	1	0	1
g026340	0	0	1	1	1	1	1	1	0	1	0	1
g026341	0	0	1	1	1	1	1	1	0	1	0	1
g026342	0	0	1	1	1	1	1	1	0	1	0	1
g026343	0	0	1	1	1	1	1	1	0	1	0	1
g026344	0	0	0	0	0	0	0	0	0	0	0	1
g026345	0	0	1	1	1	1	1	1	0	1	0	1
g026346	0	0	1	1	1	1	1	1	0	1	0	1
g026347	1	1	1	1	1	1	1	1	1	1	0	1
g026348	0	1	1	1	1	1	1	1	1	1	0	1
g026349	0	1	1	1	1	1	1	1	1	1	0	1
g026350	1	1	1	1	1	1	1	1	1	1	0	1
g026351	1	0	1	1	1	1	1	1	1	1	0	1
g026352	1	1	1	1	1	1	1	1	1	1	0	1
g026353	0	1	1	1	1	1	1	1	1	1	1	1
g026354	1	1	1	1	1	1	1	1	1	1	1	1
g026355	1	1	1	1	1	1	1	1	1	1	0	1
g026356	1	1	1	1	1	1	1	1	1	1	1	1
g026357	1	1	1	1	1	1	1	0	1	1	0	1
g026358	0	0	0	0	0	0	0	0	0	0	0	1
g026359	1	1	1	1	1	1	1	1	1	1	1	1
g026360	0	1	1	1	1	1	1	1	1	1	1	1
g026361	0	0	0	1	0	1	1	0	0	0	0	1
g026362	1	1	1	1	1	1	1	1	1	1	1	1
g026363	1	1	1	1	1	1	1	1	1	1	1	1
g026364	0	1	1	1	1	1	1	1	1	1	1	1
g026365	0	0	1	1	1	1	1	1	0	1	0	1
g026366	1	1	1	1	1	1	0	0	1	1	0	1
g026367	1	1	1	1	1	1	1	1	1	1	1	1
g026368	0	0	0	0	0	0	0	0	0	0	0	1
g026369	0	0	0	1	1	1	1	0	0	0	0	1
g026370	0	1	1	1	1	1	1	1	0	1	0	1
g026371	0	0	0	0	0	0	0	0	0	0	0	1
g026372	1	1	0	0	0	0	0	0	1	1	0	1
g026373	0	0	0	0	0	0	0	0	0	0	0	1
g026374	1	1	0	0	0	0	0	0	1	0	0	1
g026375	1	1	0	0	0	0	0	0	1	0	0	1
g026376	0	0	0	0	0	0	0	0	1	0	0	1
g026377	1	1	0	0	0	0	0	0	1	0	0	1
g026378	1	1	0	0	0	0	0	0	1	0	0	1
g026379	1	1	0	0	0	0	0	0	1	0	0	1
g026380	1	1	0	0	0	0	0	0	1	0	0	1
g026381	1	1	0	0	0	0	0	0	1	0	0	1
g026382	1	1	0	0	0	0	0	0	1	0	0	1
g026383	1	1	1	1	1	1	1	1	1	1	0	1
g026384	1	1	0	0	1	1	0	0	1	1	1	1
g026385	1	0	1	1	1	1	1	1	1	0	0	1
g026386	1	0	1	1	1	1	1	1	1	1	1	1
g026387	1	1	1	1	1	1	1	1	1	1	0	1
g026388	0	1	1	1	1	1	1	1	1	1	1	1
g026389	0	1	1	1	1	1	1	1	1	0	1	1
g026390	1	1	0	0	0	0	0	0	1	0	0	1
g026391	0	1	0	0	0	0	0	0	1	0	0	1
g026392	1	0	1	1	1	1	1	1	0	1	0	1
g026393	1	1	1	1	1	1	1	1	1	1	1	1
g026394	1	1	1	1	1	1	1	1	1	1	1	1
g026395	0	1	1	1	1	1	1	1	1	1	1	1
g026396	1	0	1	1	1	1	1	0	1	1	1	1
g026397	1	1	1	1	1	1	1	1	1	1	1	1
g026398	0	0	0	0	0	0	0	0	0	0	0	1
g026399	0	0	0	0	0	0	0	0	0	0	1	1
g026400	1	1	1	1	1	1	1	1	1	1	1	1
g026401	0	1	1	1	1	1	1	1	1	1	1	1
g026402	1	1	1	1	1	1	1	1	1	1	1	1
g026403	0	1	0	0	0	0	0	0	1	0	1	1
g026404	0	1	1	1	1	1	1	1	1	1	1	1
g026405	1	1	0	1	0	0	1	0	0	1	0	1
g026406	0	1	1	1	1	1	1	1	1	1	1	1
g026407	1	1	1	1	1	1	1	1	1	1	1	1
g026408	1	1	0	0	0	0	0	0	0	0	0	1
g026409	0	0	0	0	0	0	0	0	0	0	0	1
g026410	0	0	0	0	0	0	0	0	0	0	0	1
g026411	1	1	1	1	1	1	1	1	1	1	1	1
g026412	1	1	1	1	1	1	1	1	1	1	1	1
g026413	0	0	0	0	0	0	0	0	0	0	0	1
g026414	0	0	0	0	0	0	0	0	0	0	0	1
g026415	1	1	1	1	1	1	1	1	1	1	1	1
g026416	0	1	0	0	0	0	0	0	1	0	1	1
g026417	0	0	0	0	0	0	0	0	0	0	0	1
g026418	1	1	1	1	1	1	1	1	1	1	1	1
g026419	0	0	0	0	0	0	0	0	0	0	0	1
g026420	0	0	0	0	0	0	0	0	0	0	0	1
g026421	0	0	0	0	0	0	0	0	0	0	0	1
g026422	0	0	0	0	0	0	0	0	0	0	0	1
g026423	0	1	1	1	1	1	1	1	1	1	1	1
g026424	0	1	1	1	1	1	1	1	1	1	1	1
g026425	0	1	1	1	1	1	1	1	1	1	1	1
g026426	0	0	0	0	0	0	0	0	0	0	0	1
g026427	0	1	1	1	1	1	1	0	1	1	1	1
g026428	1	1	1	1	1	1	1	1	1	1	1	1
g026429	1	1	1	1	1	1	1	1	1	1	1	1
g026430	0	1	1	1	1	1	1	1	1	1	1	1
g026431	1	1	1	1	1	1	1	1	1	1	1	1
g026432	1	1	1	1	1	1	1	1	1	1	1	1
g026433	1	1	1	1	1	1	1	1	1	1	1	1
g026434	1	1	1	1	1	1	1	1	1	1	1	1
g026435	1	1	1	1	1	1	1	1	0	1	0	1
g026436	1	0	0	0	0	0	0	0	0	0	0	1
g026437	0	0	0	0	0	0	0	0	0	0	0	1
g026438	1	1	1	1	1	1	1	0	1	1	1	1
g026439	1	1	1	1	1	1	1	1	1	1	1	1
g026440	1	1	1	1	1	1	1	1	1	1	0	1
g026441	1	1	0	0	0	0	0	0	1	1	0	1
g026442	1	0	1	1	0	1	1	1	1	1	1	1
g026443	0	1	0	1	0	1	1	0	1	1	1	1
g026444	1	0	0	0	0	1	0	0	0	0	0	1
g026445	1	1	1	1	1	1	1	1	1	1	1	1
g026446	0	1	1	1	1	1	1	1	1	1	1	1
g026447	1	0	1	1	1	0	1	0	0	0	0	1
g026448	1	1	1	1	1	1	1	1	1	1	1	1
g026449	1	1	1	1	1	1	1	1	1	1	1	1
g026450	1	1	1	1	1	1	1	1	1	1	1	1
g026451	1	1	1	1	1	1	1	1	1	1	1	1
g026452	1	1	1	1	1	1	1	1	1	1	1	1
g026453	1	1	1	1	1	1	1	1	1	1	1	1
g026454	1	1	1	1	1	1	1	1	1	1	1	1
g026455	0	1	1	0	1	0	1	0	0	0	0	1
g026456	0	0	0	0	0	0	0	0	0	0	0	1
g026457	1	1	1	1	1	1	1	1	1	0	1	1
g026458	0	0	1	0	0	0	0	1	1	1	1	1
g026459	1	1	1	1	0	1	1	1	1	1	0	1
g026460	0	0	0	0	0	0	0	0	0	0	0	1
g026461	0	0	0	0	0	0	0	0	0	0	0	1
g026462	0	0	0	0	0	0	0	0	0	0	0	1
g026463	0	0	0	0	1	0	0	0	0	0	0	1
g026464	1	1	0	0	0	0	0	0	0	0	0	1
g026465	0	0	1	0	1	1	0	1	0	0	0	1
g026466	1	1	1	1	1	1	1	1	1	0	1	1
g026467	1	1	1	1	1	1	1	1	1	0	1	1
g026468	1	1	1	1	1	1	1	1	1	0	1	1
g026469	0	0	1	1	1	1	1	1	0	0	0	1
g026470	1	1	1	1	1	1	1	1	0	0	0	1
g026471	1	1	1	1	1	1	1	1	1	0	0	1
g026472	1	1	1	1	1	1	1	1	1	0	0	1
g026473	1	1	1	1	1	1	1	1	1	0	0	1
g026474	1	1	1	1	1	1	1	0	1	0	0	1
g026475	1	1	1	1	1	1	1	0	1	0	0	1
g026476	1	1	1	1	1	1	1	1	1	0	0	1
g026477	1	1	1	1	1	1	1	1	1	0	0	1
g026478	1	1	1	1	1	1	1	1	1	0	0	1
g026479	1	1	1	1	1	1	1	1	1	0	0	1
g026480	1	1	1	1	1	1	1	1	1	0	0	1
g026481	1	1	1	1	1	1	1	0	1	0	0	1
g026482	1	1	1	1	1	1	1	1	1	0	0	1
g026483	1	1	1	1	1	1	1	1	1	0	0	1
g026484	1	1	1	1	1	1	1	1	1	0	0	1
g026485	1	1	1	1	1	1	1	1	0	0	0	1
g026486	1	1	1	1	1	1	1	1	1	0	0	1
g026487	0	0	1	1	1	1	1	0	0	0	0	1
g026488	1	1	1	1	1	1	1	1	1	0	0	1
g026489	1	1	1	1	1	1	1	1	1	0	0	1
g026490	0	1	1	1	1	1	1	1	1	0	0	1
g026491	1	1	1	1	1	1	1	1	1	0	0	1
g026492	1	1	1	1	1	1	1	1	1	0	0	1
g026493	1	0	1	1	0	1	1	1	1	0	0	1
g026494	1	1	1	1	0	1	1	1	1	0	0	1
g026495	0	0	1	1	1	1	1	1	0	0	0	1
g026496	1	1	1	1	1	1	1	1	1	0	0	1
g026497	0	1	1	1	0	1	1	1	1	0	0	1
g026498	1	1	1	1	1	1	1	1	1	0	0	1
g026499	1	1	1	1	1	1	1	1	1	0	0	1
g026500	1	1	1	1	1	1	1	1	1	0	0	1
g026501	1	1	1	1	1	1	1	1	1	0	0	1
g026502	1	1	1	1	1	1	1	1	1	0	1	1
g026503	1	1	1	1	1	1	1	1	1	0	0	1
g026504	1	1	1	1	1	1	1	1	1	0	0	1
g026505	1	1	1	1	1	1	1	1	1	0	0	1
g026506	1	1	1	1	1	1	1	0	1	0	0	1
g026507	1	1	1	1	1	1	1	1	1	0	0	1
g026508	1	1	1	1	1	1	1	1	0	0	0	1
g026509	1	1	1	1	1	1	1	1	1	0	0	1
g026510	1	1	1	1	1	1	1	1	1	0	0	1
g026511	0	0	1	1	1	1	1	1	0	0	0	1
g026512	1	1	1	1	1	1	1	1	0	0	0	1
g026513	1	1	1	1	1	1	1	1	1	0	0	1
g026514	1	1	1	1	1	1	1	1	1	0	0	1
g026515	1	1	0	0	0	0	0	0	0	0	0	1
g026516	1	1	0	1	0	1	1	0	0	0	0	1
g026517	0	0	1	1	1	1	1	0	0	0	0	1
g026518	1	1	1	1	1	1	1	1	1	1	1	1
g026519	1	1	1	1	1	1	1	1	1	1	1	1
g026520	1	1	1	1	1	1	1	1	1	1	1	1
g026521	1	1	1	1	1	1	1	1	1	1	1	1
g026522	0	0	0	0	0	0	0	0	0	0	0	1
g026523	1	1	1	1	1	1	1	1	1	0	0	1
g026524	1	1	1	1	1	0	0	1	1	1	0	1
g026525	1	1	1	0	1	0	1	1	1	0	0	1
g026526	1	1	1	1	1	1	1	1	1	1	1	1
g026527	1	1	1	1	1	1	1	1	1	1	1	1
g026528	1	1	1	1	1	1	1	1	1	1	1	1
g026529	1	1	1	1	1	1	1	1	1	1	0	1
g026530	1	1	1	1	1	1	1	1	1	1	0	1
g026531	1	1	1	1	1	1	1	1	1	1	1	1
g026532	1	1	0	0	0	0	0	0	1	0	0	1
g026533	1	1	1	1	1	1	1	1	1	1	1	1
g026534	1	1	0	0	0	0	0	0	0	0	0	1
g026535	1	1	0	0	0	0	0	0	0	1	0	1
g026536	1	1	0	0	0	0	0	0	0	0	0	1
g026537	0	0	0	0	0	0	0	0	0	0	0	1
g026538	0	0	0	0	0	0	0	0	0	0	0	1
g026539	1	0	0	0	0	0	0	1	0	0	0	1
g026540	0	0	1	1	1	1	1	1	0	0	0	1
g026541	0	0	1	1	1	1	1	1	0	0	0	1
g026542	0	0	1	1	1	1	1	1	0	0	0	1
g026543	1	1	1	1	1	1	1	1	1	1	1	1
g026544	0	0	0	0	0	0	0	0	1	0	0	1
g026545	1	1	1	1	1	1	1	1	1	0	1	1
g026546	1	1	1	1	1	1	1	1	1	1	1	1
g026547	1	1	1	1	1	1	1	1	1	1	1	1
g026548	1	1	1	1	1	1	1	1	1	1	1	1
g026549	1	1	0	1	1	1	1	0	1	1	0	1
g026550	0	0	0	0	0	0	0	0	0	0	0	1
g026551	1	1	1	1	1	1	1	1	1	1	1	1
g026552	1	1	0	0	0	0	1	1	1	1	0	1
g026553	1	1	0	1	1	1	1	1	1	1	1	1
g026554	1	1	1	1	1	1	1	1	1	1	1	1
g026555	1	1	1	1	1	1	1	1	1	1	1	1
g026556	1	1	1	1	1	1	1	1	1	1	1	1
g026557	1	1	0	0	0	0	0	0	1	0	0	1
g026558	1	1	1	1	1	1	1	1	1	1	1	1
g026559	1	1	1	1	1	1	1	1	1	1	1	1
g026560	1	1	0	0	0	0	0	0	1	0	0	1
g026561	1	1	1	1	1	1	1	1	1	1	0	1
g026562	1	1	1	1	1	1	1	0	1	1	1	1
g026563	1	1	1	1	1	1	1	1	1	0	1	1
g026564	0	1	1	1	1	1	1	1	1	1	1	1
g026565	0	0	1	1	1	1	0	1	0	1	0	1
g026566	1	1	1	1	1	1	1	1	1	1	1	1
g026567	1	1	1	1	1	1	1	1	1	1	1	1
g026568	1	1	1	1	1	1	1	1	1	1	1	1
g026569	1	0	0	0	1	0	0	0	0	0	0	1
g026570	1	1	1	1	1	1	1	1	1	1	1	1
g026571	0	1	0	1	1	1	1	1	1	1	1	1
g026572	0	1	0	0	0	0	0	0	0	0	0	1
g026573	1	1	0	0	0	0	0	0	1	0	0	1
g026574	0	1	1	1	1	1	1	1	1	1	1	1
g026575	1	1	1	1	1	1	1	1	1	1	1	1
g026576	0	1	1	1	1	1	1	1	1	1	1	1
g026577	1	1	1	1	1	1	1	1	1	1	1	1
g026578	1	1	1	1	1	1	1	1	1	1	1	1
g026579	1	1	1	1	1	1	1	1	1	1	1	1
g026580	1	1	1	1	1	1	1	1	1	1	1	1
g026581	0	0	0	0	0	0	0	0	0	0	0	1
g026582	1	1	1	1	1	1	1	1	1	1	1	1
g026583	1	1	1	1	1	1	1	1	1	1	1	1
g026584	0	0	0	0	0	0	0	0	0	0	0	1
g026585	0	0	0	0	0	0	0	0	0	0	0	1
g026586	0	0	0	0	0	0	0	0	0	0	0	1
g026587	0	0	0	0	0	0	0	0	0	0	0	1
g026588	1	1	1	1	1	1	1	1	1	1	1	1
g026589	0	0	0	0	0	0	0	0	0	0	0	1
g026590	0	1	1	0	1	0	1	0	1	1	1	1
g026591	1	1	1	1	1	1	1	1	1	1	1	1
g026592	1	1	1	1	1	1	1	1	1	1	0	1
g026593	0	1	1	1	1	1	1	1	1	1	1	1
g026594	1	1	1	1	1	1	1	1	1	1	1	1
g026595	0	0	0	0	0	0	0	0	0	0	0	1
g026596	1	1	0	0	0	0	0	0	1	0	0	1
g026597	1	1	0	0	0	0	0	0	1	0	0	1
g026598	1	1	1	1	1	1	1	0	1	1	1	1
g026599	0	0	0	0	0	0	0	0	0	0	0	1
g026600	0	1	1	1	1	1	1	1	1	1	1	1
g026601	0	0	0	0	0	0	0	0	0	0	0	1
g026602	0	0	0	0	0	0	0	0	0	0	0	1
g026603	0	0	0	0	0	0	0	0	0	0	0	1
g026604	0	0	0	0	0	0	0	0	0	0	0	1
g026605	1	1	1	1	1	1	1	1	1	1	1	1
g026606	0	1	1	1	1	1	1	1	1	1	0	1
g026607	0	0	1	1	1	1	1	1	1	0	1	1
g026608	1	1	1	1	1	1	1	1	1	1	1	1
g026609	1	1	1	1	1	1	1	1	1	1	1	1
g026610	0	0	0	0	0	0	0	0	0	0	0	1
g026611	1	1	1	1	1	1	1	1	1	1	1	1
g026612	1	1	1	1	1	1	1	1	1	1	1	1
g026613	1	1	1	1	1	1	1	1	1	1	1	1
g026614	0	0	0	0	0	0	0	0	0	0	0	1
g026615	0	0	0	0	0	0	0	0	0	0	0	1
g026616	1	1	1	1	1	1	1	1	1	1	1	1
g026617	1	1	1	1	1	1	1	1	1	1	1	1
g026618	1	1	1	1	1	1	1	1	1	1	1	1
g026619	0	1	1	1	1	1	1	1	1	1	1	1
g026620	0	0	1	0	0	1	0	1	1	1	0	1
g026621	1	1	1	1	1	1	1	1	1	1	1	1
g026622	1	1	1	1	1	1	1	1	1	1	1	1
g026623	1	1	1	1	1	1	1	1	1	1	1	1
g026624	1	1	1	1	1	1	1	1	1	1	1	1
g026625	1	1	1	1	1	1	1	1	1	1	1	1
g026626	0	0	0	0	0	0	0	0	0	0	0	1
g026627	0	0	0	0	0	0	0	0	0	0	0	1
g026628	0	0	0	0	0	0	0	0	0	0	0	1
g026629	0	0	0	0	0	0	0	0	0	0	0	1
g026630	0	0	0	0	0	0	0	0	0	0	0	1
g026631	0	0	0	0	0	0	0	0	0	0	0	1
g026632	0	0	0	0	0	0	0	0	0	0	0	1
g026633	0	0	0	0	0	0	0	0	0	0	0	1
g026634	0	0	0	0	0	0	0	0	0	0	0	1
g026635	0	0	0	0	0	0	0	0	0	0	0	1
g026636	0	0	0	0	0	0	0	0	0	0	0	1
g026637	0	0	0	0	0	0	0	0	0	0	0	1
g026638	0	0	0	0	0	0	0	0	0	0	0	1
g026639	0	0	0	0	0	0	0	0	0	0	0	1
g026640	0	0	0	0	0	0	0	0	0	0	0	1
g026641	0	0	0	0	0	0	0	0	0	0	0	1
g026642	0	0	0	0	0	0	0	0	0	0	0	1
g026643	0	0	0	0	0	0	0	0	0	0	0	1
g026644	0	0	0	0	0	0	0	0	0	0	0	1
g026645	0	0	0	0	0	0	0	0	0	0	0	1
g026646	0	0	0	0	0	0	0	0	0	0	0	1
g026647	0	0	0	0	0	0	0	0	0	0	0	1
g026648	0	0	0	0	0	0	0	0	0	0	0	1
g026649	0	0	0	0	0	0	0	0	0	0	0	1
g026650	0	0	0	0	0	0	0	0	0	0	0	1
g026651	0	0	0	0	0	0	0	0	0	0	0	1
g026652	0	0	0	0	0	0	0	0	0	0	0	1
g026653	0	0	0	0	0	0	0	0	0	0	0	1
g026654	0	0	0	0	0	0	0	0	0	0	0	1
g026655	0	0	0	0	0	0	0	0	0	0	0	1
g026656	0	0	0	0	0	0	0	0	0	0	0	1
g026657	0	0	0	0	0	0	0	0	0	0	0	1
g026658	0	0	0	0	0	0	0	0	0	0	0	1
g026659	0	0	0	0	0	0	0	0	0	0	0	1
g026660	0	0	0	0	0	0	0	0	0	0	0	1
g026661	0	0	0	0	0	0	0	0	0	0	0	1
g026662	0	0	0	0	0	0	0	0	0	0	0	1
g026663	0	0	0	0	0	0	0	0	0	0	0	1
g026664	0	0	0	0	0	0	0	0	0	0	0	1
g026665	0	0	0	0	0	0	0	0	0	0	0	1
g026666	0	0	0	0	0	0	0	0	0	0	0	1
g026667	0	0	0	0	0	0	0	0	0	0	0	1
g026668	0	0	0	0	0	0	0	0	0	0	0	1
g026669	0	0	0	0	0	0	0	0	0	0	0	1
g026670	0	0	0	0	0	0	0	0	0	0	0	1
g026671	0	0	0	0	0	0	0	0	0	0	0	1
g026672	0	0	0	0	0	0	0	0	0	0	0	1
g026673	0	0	0	0	0	0	0	0	0	0	0	1
g026674	0	0	0	0	0	0	0	0	0	0	0	1
g026675	0	0	0	0	0	0	0	0	0	0	0	1
g026676	0	0	0	0	0	0	0	0	0	0	0	1
g026677	0	0	0	0	0	0	0	0	0	0	0	1
g026678	0	0	0	0	0	0	0	0	0	0	0	1
g026679	0	0	0	0	0	0	0	0	0	0	0	1
g026680	0	0	0	0	0	0	0	0	0	0	0	1
g026681	0	0	0	0	0	0	0	0	0	0	0	1
g026682	0	0	0	0	0	0	0	0	0	0	0	1
g026683	0	0	0	0	0	0	0	0	0	0	0	1
g026684	0	0	0	0	0	0	0	0	0	0	0	1
g026685	0	0	0	0	0	0	0	0	0	0	0	1
g026686	0	0	0	0	0	0	0	0	0	0	0	1
g026687	0	0	0	0	0	0	0	0	0	0	0	1
g026688	0	0	0	0	0	0	0	0	0	0	0	1
g026689	0	0	0	0	0	0	0	0	0	0	0	1
g026690	0	0	0	0	0	0	0	0	0	0	0	1
g026691	0	0	0	0	0	0	0	0	0	0	0	1
g026692	0	0	0	0	0	0	0	0	0	0	0	1
g026693	0	0	0	0	0	0	0	0	0	0	0	1
g026694	0	0	0	0	0	0	0	0	0	0	0	1
g026695	0	0	0	0	0	0	0	0	0	0	0	1
g026696	0	0	0	0	0	0	0	0	0	0	0	1
g026697	0	0	0	0	0	0	0	0	0	0	0	1
g026698	0	0	0	0	0	0	0	0	0	0	0	1
g026699	0	0	0	0	0	0	0	0	0	0	0	1
g026700	0	0	0	0	0	0	0	0	0	0	0	1
g026701	0	0	0	0	0	0	0	0	0	0	0	1
g026702	0	0	0	0	0	0	0	0	0	0	0	1
g026703	0	0	0	0	0	0	0	0	0	0	0	1
g026704	0	0	0	0	0	0	0	0	0	0	0	1
g026705	0	0	0	0	0	0	0	0	0	0	0	1
g026706	0	0	0	0	0	0	0	0	0	0	0	1
g026707	0	0	0	0	0	0	0	0	0	0	0	1
g026708	0	0	0	0	0	0	0	0	0	0	0	1
g026709	0	0	0	0	0	0	0	0	0	0	0	1
g026710	0	0	0	0	0	0	0	0	0	0	0	1
g026711	0	0	0	0	0	0	0	0	0	0	0	1
g026712	0	0	0	0	0	0	0	0	0	0	0	1
g026713	0	0	0	0	0	0	0	0	0	0	0	1
g026714	0	0	0	0	0	0	0	0	0	0	0	1
g026715	1	1	0	0	1	0	0	0	1	0	0	1
g026716	1	0	0	0	1	0	0	0	0	0	0	1
g026717	0	1	0	0	1	1	0	0	1	0	0	1
g026718	0	1	1	1	1	1	1	1	1	1	1	1
g026719	1	1	1	1	1	1	1	0	1	1	1	1
g026720	1	1	1	1	1	1	1	1	1	1	1	1
g026721	1	1	1	1	1	1	1	1	1	1	1	1
g026722	1	1	1	1	1	1	1	1	1	1	1	1
g026723	1	1	1	1	1	1	1	1	1	1	1	1
g026724	0	0	0	0	0	0	0	0	0	0	0	1
g026725	1	1	1	1	1	1	1	1	1	1	0	1
g026726	1	1	1	1	1	1	1	1	1	1	1	1
g026727	1	1	1	1	1	1	1	1	1	1	1	1
g026728	0	0	0	0	0	0	0	0	0	0	0	1
g026729	0	0	0	0	0	0	0	0	0	0	0	1
g026730	0	0	0	0	0	0	0	0	0	0	0	1
g026731	0	0	0	0	0	0	0	0	0	0	0	1
g026732	0	0	0	0	0	0	0	0	0	0	0	1
g026733	0	0	0	0	0	0	0	0	0	0	0	1
g026734	0	0	0	0	0	0	0	0	0	0	0	1
g026735	0	0	0	0	0	0	0	0	0	0	0	1
g026736	0	0	0	0	0	0	0	0	0	0	0	1
g026737	0	0	0	0	0	0	0	0	0	0	0	1
g026738	0	0	0	0	0	0	0	0	0	0	0	1
g026739	0	0	0	0	0	0	0	0	0	0	0	1
g026740	0	0	0	0	0	0	0	0	0	0	0	1
g026741	0	0	0	0	0	0	0	0	0	0	0	1
g026742	0	0	0	0	0	0	0	0	0	0	0	1
g026743	0	0	0	0	0	0	0	0	0	0	0	1
g026744	0	0	0	0	0	0	0	0	0	0	0	1
g026745	0	0	0	0	0	0	0	0	0	0	0	1
g026746	0	0	0	0	0	0	0	0	0	0	0	1
g026747	0	0	0	0	0	0	0	0	0	0	0	1
g026748	0	0	0	0	0	0	0	0	0	0	0	1
g026749	0	0	0	0	0	0	0	0	0	0	0	1
g026750	0	0	0	0	0	0	0	0	0	0	0	1
g026751	0	0	0	0	0	0	0	0	0	0	0	1
g026752	0	0	0	0	0	0	0	0	0	0	0	1
g026753	0	0	0	0	0	0	0	0	0	0	0	1
g026754	0	0	0	0	0	0	0	0	0	0	0	1
g026755	0	0	0	0	0	0	0	0	0	0	0	1
g026756	0	0	0	0	0	0	0	0	0	0	0	1
g026757	0	0	0	0	0	0	0	0	0	0	0	1
g026758	0	0	0	0	0	0	0	0	0	0	0	1
g026759	0	0	0	0	0	0	0	0	0	0	0	1
g026760	0	0	0	0	0	0	0	0	0	0	0	1
g026761	1	1	1	1	0	1	1	1	1	0	0	1
g026762	1	0	0	0	0	1	1	0	0	0	0	1
g026763	0	0	0	0	0	0	0	0	0	0	0	1
g026764	1	1	0	0	0	0	0	0	1	1	0	1
g026765	0	0	0	0	0	0	0	0	0	0	0	1
g026766	0	0	0	0	0	0	0	0	0	0	0	1
g026767	0	0	0	0	0	0	0	0	0	0	0	1
g026768	0	0	0	0	0	0	0	0	0	0	0	1
g026769	0	0	0	0	0	0	0	0	0	0	0	1
g026770	0	0	0	0	0	0	0	0	0	0	0	1
g026771	0	0	0	0	0	0	0	0	0	0	0	1
g026772	0	0	0	0	0	0	0	0	0	0	0	1
g026773	0	0	0	0	0	0	0	0	0	0	0	1
g026774	0	0	0	0	0	0	0	0	0	0	0	1
g026775	0	0	0	0	0	0	0	0	0	0	0	1
g026776	0	0	0	0	0	0	0	0	0	0	0	1
g026777	0	0	0	0	0	0	0	0	0	1	0	1
g026778	0	0	0	0	0	0	0	0	0	1	0	1
g026779	0	0	0	0	0	0	0	0	0	0	0	1
g026780	0	0	0	0	0	0	0	0	0	0	0	1
g026781	0	0	0	0	0	0	0	0	0	0	0	1
g026782	0	0	0	0	0	0	0	0	0	0	0	1
g026783	0	0	0	0	0	0	0	0	0	0	0	1
g026784	0	0	0	0	0	0	0	0	0	0	0	1
g026785	0	0	0	0	0	0	0	0	0	0	0	1
g026786	0	0	0	0	0	0	0	0	0	0	0	1
g026787	0	0	0	0	0	0	0	0	0	0	0	1
g026788	0	0	0	0	0	0	0	0	0	1	0	1
g026789	0	0	0	0	0	0	0	0	0	0	0	1
g026790	0	0	0	0	0	0	0	0	0	0	0	1
g026791	0	0	0	0	0	0	0	0	0	0	0	1
g026792	0	0	0	0	0	0	0	0	0	0	0	1
g026793	0	0	0	0	0	0	0	0	0	1	0	1
g026794	0	0	0	0	0	0	0	0	0	1	0	1
g026795	0	0	0	0	0	0	0	0	0	0	0	1
g026796	0	0	0	0	0	0	0	0	0	0	0	1
g026797	0	0	0	0	0	0	0	0	0	0	0	1
g026798	0	0	0	0	0	0	0	0	0	0	0	1
g026799	0	0	0	0	0	0	0	0	0	0	0	1
g026800	0	0	0	0	0	0	0	0	0	0	0	1
g026801	0	0	0	0	0	0	0	0	0	0	0	1
g026802	0	0	0	0	0	0	0	0	0	0	0	1
g026803	0	0	0	0	0	0	0	0	0	0	0	1
g026804	1	1	1	1	1	1	1	0	1	1	0	1
g026805	1	1	0	1	1	1	1	0	1	0	0	1
g026806	0	1	1	1	1	1	1	1	1	0	0	1
g026807	1	1	0	0	0	0	0	0	1	0	0	1
g026808	1	1	0	0	0	0	0	0	1	0	0	1
g026809	1	0	0	0	0	0	0	0	1	0	0	1
g026810	1	1	0	0	0	0	0	0	1	0	0	1
g026811	1	1	1	1	0	0	1	1	1	1	1	1
g026812	1	1	1	1	1	1	1	1	1	1	1	1
g026813	1	1	1	1	1	1	1	1	1	1	1	1
g026814	1	1	0	1	1	1	1	1	1	1	0	1
g026815	0	0	0	0	1	0	1	0	1	0	1	1
g026816	0	0	1	1	1	1	1	1	0	0	0	1
g026817	0	0	1	1	1	1	1	1	1	1	0	1
g026818	1	1	1	1	1	0	1	0	1	1	0	1
g026819	1	1	1	1	1	1	1	0	1	1	0	1
g026820	1	1	1	1	1	1	1	1	1	1	1	1
g026821	1	1	1	1	1	1	1	1	1	0	1	1
g026822	1	1	1	1	1	1	1	0	1	0	1	1
g026823	0	0	0	0	0	0	0	0	0	0	0	1
g026824	1	1	1	1	1	1	1	1	1	1	0	1
g026825	1	1	1	1	1	1	1	1	1	1	1	1
g026826	0	1	1	0	1	0	0	1	1	0	0	1
g026827	1	1	1	1	1	1	1	1	1	1	1	1
g026828	1	1	1	1	1	1	1	1	1	1	1	1
g026829	1	1	1	1	1	1	1	1	1	1	1	1
g026830	0	1	1	1	1	1	1	1	1	1	1	1
g026831	1	1	1	1	1	1	1	0	1	1	1	1
