# Pathway	C011bmtagger1.fastq.noduplicatesAbundance	C022bmtagger1.fastq.noduplicatesAbundance	C033bmtagger1.fastq.noduplicatesAbundance	C044bmtagger1.fastq.noduplicatesAbundance	C055bmtagger1.fastq.noduplicatesAbundance	C066bmtagger1.fastq.noduplicatesAbundance	C077bmtagger1.fastq.noduplicatesAbundance	C088bmtagger1.fastq.noduplicatesAbundance	C099bmtagger1.fastq.noduplicatesAbundance	C1010bmtagger1.fastq.noduplicatesAbundance	C1111bmtagger1.fastq.noduplicatesAbundance	C1212bmtagger1.fastq.noduplicatesAbundance	D0113bmtagger1.fastq.noduplicatesAbundance	D0214bmtagger1.fastq.noduplicatesAbundance	D0315bmtagger1.fastq.noduplicatesAbundance	D0416bmtagger1.fastq.noduplicatesAbundance	D0517bmtagger1.fastq.noduplicatesAbundance	D0618bmtagger1.fastq.noduplicatesAbundance	D0719bmtagger1.fastq.noduplicatesAbundance	D0820bmtagger1.fastq.noduplicatesAbundance	D0921bmtagger1.fastq.noduplicatesAbundance	D1022bmtagger1.fastq.noduplicatesAbundance	D1123bmtagger1.fastq.noduplicatesAbundance	D1224bmtagger1.fastq.noduplicatesAbundance	E0125bmtagger1.fastq.noduplicatesAbundance	E0226bmtagger1.fastq.noduplicatesAbundance	E0327bmtagger1.fastq.noduplicatesAbundance	E0428bmtagger1.fastq.noduplicatesAbundance	E0529bmtagger1.fastq.noduplicatesAbundance	E0630bmtagger1.fastq.noduplicatesAbundance	E0731bmtagger1.fastq.noduplicatesAbundance	E0832bmtagger1.fastq.noduplicatesAbundance	E0933bmtagger1.fastq.noduplicatesAbundance	E1034bmtagger1.fastq.noduplicatesAbundance	E1135bmtagger1.fastq.noduplicatesAbundance	E1236bmtagger1.fastq.noduplicatesAbundance	F0137bmtagger1.fastq.noduplicatesAbundance	F0238bmtagger1.fastq.noduplicatesAbundance	F0339bmtagger1.fastq.noduplicatesAbundance	F0440bmtagger1.fastq.noduplicatesAbundance	F0541bmtagger1.fastq.noduplicatesAbundance	F0642bmtagger1.fastq.noduplicatesAbundance	F0743bmtagger1.fastq.noduplicatesAbundance	F0844bmtagger1.fastq.noduplicatesAbundance	F0945bmtagger1.fastq.noduplicatesAbundance	F1046bmtagger1.fastq.noduplicatesAbundance	F1147bmtagger1.fastq.noduplicatesAbundance	F1248bmtagger1.fastq.noduplicatesAbundance
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1018.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117.57	0	0	0	0	0	0	0	0	0	0	0	510.004	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lautropia.s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9814	0	0	0	0	0	4328.7	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Neisseria.s__Neisseria_flavescens	0	691.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800.7	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Neisseria.s__Neisseria_sicca	0	0	223.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3315.02	0	0	0	0	0	0	0	2186	0	0	0	255.852	0	0	0	0	145.094	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	198.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Neisseria.s__Neisseria_subflava	0	0	163.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632.064	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.392	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	314.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4476.22	321.143	0	0	0	2723.33	0	0	0	0	0	0	0	0	8330.37	0	692.7	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Rothia.s__Rothia_mucilaginosa	0	0	330.191	0	0	0	0	0	0	647.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.449	0	0	0	1704.14	0	0	490.113	0	0	434.819	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Kingella.s__Kingella_denitrificans	0	0	114.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1917	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Lautropia.s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1792	0	0	0	0	0	5627.1	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.5445	0	0	0	41.8583	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.194	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_sicca	0	0	525.896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3972.06	0	0	0	0	0	0	0	2486.33	0	0	0	440.589	0	0	0	0	296.528	0	0	0	0	0	81.8916	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	289.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_subflava	0	1451.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891.849	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	83.8969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22497.7	1029.76	0	0	0	3532.62	0	0	0	0	0	0	0	0	11768.3	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	709.783	0	39519.1	0	0	337099	215.257	358.545	171.952	40075.6	0	36815.6	47999.7	13026.7	20929.8	38233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29613.2	3911.56
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871.812	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	4370.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10855.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2132.25	2791.49	0	5469.25	4920.68	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Lautropia.s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.9971	0	0	0	0	0	5248.32	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6117	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808.647	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Campylobacter.s__Campylobacter_concisus	0	0	52.8959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	1204.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.977	0	0	0	0	0	0	0	0	0	0	0	0	100.213	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Gemella.s__Gemella_haemolysans	0	1046.23	477.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.511	0	0	0	495.087	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	4257.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2002.44	2665.02	2767.41	5971.64	3991.59	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7018	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9461	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2046	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45053	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.392	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Staphylococcus.s__Staphylococcus_aureus	9011.42	823.653	0	4460.52	241236	0	31342.5	25786.6	0	8971.36	26602.3	18023.6	0	7199.81	0	0	5693.57	4883.8	0	0	0	1847.21	1748.27	0	17240.8	21585.8	16116.7	0	0	0	0	4698.23	19451.1	1195.56	0	0	3040.57	13715.5	26262.9	24068.7	136.479	9260.78	10871	12295.2	3910.53	4770.55	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	4856.83	3079.42	1323	0	0	0	0	0	0	0	0	241.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.6618	0	1045.86	0	3913.69	0	0	396.305	0	0	1518.4	0	0	0	102.953	171.249	0	17480.5
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Lautropia.s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.822	0	0	0	0	0	4923.65	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249.06	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4714.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.483	0	0	0	28.0335	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	76.0668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.922	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	7019.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13849.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3102.12	3590.26	3133.77	6263.79	5287.28	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	861.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639.21	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Moraxella.s__Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.111	0	0	6249.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Neisseria.s__Neisseria_flavescens	0	770.261	109.221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.34	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5224.65	0	0	0	0	0	0	0	0	0	0	0	9.57037	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	809.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.745	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Streptococcus.s__Streptococcus_sanguinis	0	0	157.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3049.57	1276.88	0	0	50.2284	0	0	0	0	0	487.877	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.3247	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4985	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.9546	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lautropia.s__Lautropia_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.967	0	0	0	0	0	4849.2	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7772	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667.027	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Neisseria.s__Neisseria_sicca	0	0	186.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618.87	0	0	0	0	0	0	0	668.054	0	0	0	486.597	0	0	0	0	176.92	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	161.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	204.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6834.68	825.206	0	0	0	4216.32	0	0	0	0	0	0	0	0	10711.5	0	275.922	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Veillonella.s__Veillonella_dispar	0	0	390.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7953	0	0	0	0	137.143	202.764	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Veillonella.s__Veillonella_parvula	0	0	58.0424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.049	0	0	0	13.4989	0	0	0	0	0	203.563	0	0	0	0	0	0	0
PWY-7411: superpathway of phosphatidate biosynthesis (yeast)|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1818.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	281.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.482	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.643	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	4165.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8835.45	0	0	0	0	0	0	0	0	0	0	0	0	0	2882.52	3056.93	2318.87	5418.6	5820.35	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Moraxella.s__Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.245	0	0	4112.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43952	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Neisseria.s__Neisseria_flavescens	0	1528.11	143.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414.91	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8613	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Neisseria.s__Neisseria_sicca	0	0	189.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1493.8	0	0	0	260.688	0	0	0	0	0	0	0	0	0	0	112.657	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	264.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668.81	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Actinomyces.s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Actinomyces.s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.721	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3344.02	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5362	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35053	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Candida.s__Candida_albicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4277.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
